correlation1	contrast1	homogeneity1	energy1	dissimilarity1	correlation2	contrast2	homogeneity2	energy2	dissimilarity2	correlation3	contrast3	homogeneity3	energy3	dissimilarity3	correlation4	contrast4	homogeneity4	energy4	dissimilarity4	correlation5	contrast5	homogeneity5	energy5	dissimilarity5	correlation6	contrast6	homogeneity6	energy6	dissimilarity6	class
0.6203817701959013	0.2131602936490235	0.9877429686573616	0.6203322505076956	0.21427355147049645	0.6863093094510904	0.23245272338025114	0.8888760471393156	0.6281903169746783	0.22646557380408142	0.587977857326262	0.09416747464344416	0.9579468840701392	0.756669142035744	0.09535247307629557	0.6489617323879664	0.19432887504381077	0.9631507740879319	0.5819689941217302	0.17349943649532518	0.5156571658914508	0.22683135345444327	0.9433896879530124	0.6317383442358767	0.2264167020263954	0.31768322915437164	0.0007362816769073128	0.9281629670986913	1.0678864671486945	0.0006805269610855064	1.0
0.6383737741853694	0.18453986967278596	0.8501223685963364	0.5627729857329051	0.20187583259741532	0.6799719657717429	0.21060081968155506	0.8684343824006625	0.5505715679714547	0.2156558140305344	0.5498602545469111	0.09605108317347266	1.0250643717823258	0.8702027161299499	0.09602658232747044	0.624288787500898	0.1711433354483911	0.850705100538443	0.6396616427295073	0.1551362932731048	0.4852373659226344	0.2657296872570029	0.9221298004241435	0.5625177732020795	0.25345503845547945	0.34344141678838846	0.0006674989247311808	0.9978394494444338	0.9692650646173631	0.0007878510035842142	1.0
0.6033217964733203	0.20426495929568	0.8199568847891008	0.6351171970034497	0.20082357902152365	0.626186182369007	0.2334754809016093	0.9612218113747562	0.547404536567753	0.24499340224211302	0.49153493609017007	0.08533562920392526	0.9500498939707042	0.8442854652918811	0.092097040238759	0.5528828049573692	0.18098331547997298	0.9835252948004692	0.6841628420275332	0.1533717103119247	0.4152199021788242	0.245082266365842	0.9065736440672533	0.5713562722479965	0.2604095367947631	0.34073140163967236	0.0010927767997951786	0.9010891914336916	1.0076110227480422	0.001034987898105477	1.0
0.6431323955692191	0.18641028759741557	0.9028972821130727	0.6898761948253547	0.16663473846496682	0.6351692644784476	0.25875664235685375	0.848674083256973	0.5155874449741199	0.2322298385354699	0.5178369030021757	0.10511583999214016	0.9891762300878325	0.8169454251053045	0.10760944298385063	0.589053071391988	0.16889981542409577	1.0081423908961669	0.7126025094503128	0.1500455365406751	0.413029908890257	0.2218292786053752	0.9179631186492614	0.6019771057938865	0.24189888703489917	0.4232639990827847	0.011233140668202744	0.9845253471198058	0.968821413287022	0.012714703494623475	1.0
0.7147056148343468	0.1692438200844845	0.9375489521791985	0.6365141571760049	0.1754336299231932	0.672924712742936	0.24942145380439915	0.8745049617392162	0.5866006194508486	0.23889425622119442	0.578564766632591	0.09245722809523768	0.8728896250314883	0.749827545281503	0.1044265900384006	0.6294806655246273	0.1712338025768022	0.8677484680294377	0.7240332065181178	0.15665938339093544	0.4420280147826478	0.23975849882488323	0.8066441796198138	0.6704530737058667	0.23989044632872333	0.43395906143722984	0.011870222081413122	0.9986328856528303	0.953044294530392	0.012693895195852355	1.0
0.6353039195864585	0.18520746372759853	0.9856459974677223	0.6638770383430682	0.19455431674347018	0.5923011704952883	0.22743507420890924	0.8044239326372382	0.5774415533167327	0.2370225004608278	0.5427618374172619	0.08325793407065989	0.8695550832350222	0.7944879315520406	0.0840457773092669	0.5443059692460636	0.17647185874039656	0.8711321823504665	0.7261153801159144	0.17693229704300747	0.3895909374234271	0.2890936460944656	0.9460961174032072	0.6665484496084731	0.2685257747887841	0.3773684070673366	0.01192676270353295	1.0251744472503694	1.0357170022762665	0.01312267791090609	1.0
0.6688971061059498	0.19984328681387387	0.9351342834606882	0.6089858969211503	0.21306718879799905	0.6800896386261945	0.24672085934971558	0.941240825100583	0.5879786622143628	0.24614375246543455	0.5457345183072227	0.08177508599462327	1.0279770422918406	0.9212132513368116	0.09082184093957858	0.603169581308445	0.1690446581297979	0.8929574288988139	0.6493894452210358	0.1679599049999972	0.3794283626192641	0.2939280649769529	0.8033430500768022	0.5609840180590198	0.261398800204811	0.3664294543053482	0.012815284462365387	0.9000934894623651	1.0275593665843405	0.012131835053763312	1.0
0.6458831848788608	0.18200508249999733	0.896914116075622	0.6042064524689978	0.16591110892857025	0.5968805289807564	0.22586692285714127	0.9439035074411602	0.612955877378367	0.2286290149999976	0.5165810238194766	0.09998834499999833	0.996838401749985	0.7318103809727431	0.0855985553571426	0.6173863063829892	0.18154569999999656	0.9265968962676039	0.7261962633908393	0.1506683078571423	0.42367525125947225	0.2695436399999963	0.9083043428571289	0.5762764033785553	0.27888437999999516	0.40742751539110555	0.013457874999999748	1.0658485848214099	0.9323944084864294	0.01313786285714264	1.0
0.6290002555067967	0.16315652928571295	0.9898408184411585	0.629631557102359	0.15526218857142782	0.6948159562989655	0.2376265789285686	0.8604297945735226	0.5227124384479163	0.21501492857142757	0.5010444694378526	0.09284185928571335	0.8733998133571411	0.7460033936350123	0.08867965107142792	0.5743150310692958	0.19449081142856767	0.9672827587129769	0.7102296946941035	0.18968664071428204	0.3938440583345959	0.2550493328571418	0.8536605255714204	0.6071297091410052	0.27567482142856814	0.3343306397174053	0.01268517857142842	0.9109575292857125	0.9809978565502128	0.013280285714285495	1.0
0.5823344283445457	0.1682362035714269	0.8584677212142819	0.7562314694998856	0.16990747714285498	0.5863144349322179	0.21998014285714182	0.8490138863991541	0.620726884052668	0.22577884714285493	0.5526725414011585	0.08193441964285701	0.8974370947499958	0.8468459220756805	0.0931139482142842	0.529962502975238	0.168019822857142	0.9795654425489484	0.6641243521797386	0.190096778214282	0.3637211596752377	0.27906082428571044	0.8899237809285593	0.6080722231164639	0.27363977071428247	0.3433961571691212	0.013643614285714025	1.034776999285699	0.9925037450707596	0.013176298571428366	1.0
